sentiment,texte
neutral,Rautaruukki a pour objectif de trouver du travail sur les autres sites du groupe pour ceux qui ont été licenciés.
neutral,Les mises à pied temporaires dans ces unités ont déjà commencé.
neutral,Les bières diffèrent légèrement des bières traditionnelles.
neutral,"La société exploite une division américaine à Lisle, dans l'Illinois."
neutral,La société affirme qu'il est difficile d'évaluer la situation du marché pour l'ensemble de l'année 2009.
neutral,"Le contrat comprend également la découpe et le délignage de pièces de wagon dans les centres de service sidérurgiques de Ruukki à Seinajoki et Raahe, d'où elles seront livrées à VR pour soudage et assemblage."
negative,Les instruments de qualité de référence actuels sont difficiles à utiliser en raison de leur prix élevé et de leur complexité pour une utilisation de routine.
neutral,"L'accord couvre les services de vente et après-vente de Stockmann Auto Oy Ab concernant Volkswagen et Audi à Helsinki, Espoo et Vantaa."
neutral,La différence s'explique par le fait que deux compagnies maritimes ont cessé leurs activités dans le golfe de Finlande.
negative,Le dollar a toutefois chuté par rapport à la livre sterling et au yen.
neutral,Les moteurs bicarburant du navire peuvent fonctionner au gaz naturel liquéfié GNL à faibles émissions.
neutral,Les marchés émergents sur lesquels Raisio a choisi de s'implanter jusqu'à présent sont marqués par une consommation alimentaire par habitant relativement faible.
neutral,"L'employeur, en collaboration avec le personnel de santé, soutient l'arrêt du tabac et prend en charge une partie du coût des traitements à la nicotine."
neutral,"L'équipement est destiné au terminal Bolloré Africa Logistics Société d'Exploitation du Terminal de Vridi SETV à Abidjan, Côte d'Ivoire et la livraison devrait démarrer en mars 2010."
neutral,L' audition des preuves dans le cadre de l' enquête est prévue du 21 avril au 1er mai 2008 .
neutral,"Le groupe alimentaire finlandais Atria est sur le point d'acquérir deux entreprises estoniennes de transformation de viande, Woro Kommerts et Vastse-Kuuste Lihatoostus, rapporte le site officiel www.investinestonia.com."
neutral,"La superficie au sol du projet Yliopistonrinne sera de 7 900 m² et la superficie brute du bâtiment s'élèvera à 12 800 m². Au total, 25,1 % des installations sont louées."
neutral,"La superficie au sol du projet Yliopistonrinne sera de 7 900 m² et la superficie brute du bâtiment totalisera 12 800 m². Au total, 25,1 % des installations sont louées."
neutral,Ces mesures résultent des négociations paritaires légales avec les salariés qui ont débuté en février et qui ont concerné toutes les opérations du pays.
neutral,"Le NTSB a déclaré que les enquêteurs devraient effectuer des tests de distance de visibilité le 18 juillet, en utilisant des trains similaires à ceux impliqués dans l'accident."
negative,Le nombre de salariés et d'employés de l'administration du groupe à licencier des unités Sievi s'élève à 17.
neutral,"Le projet d'huile de pin est lié à la modernisation de l'usine de récupération chimique d'UPM dans son usine de pâte à papier de Kymi, dans le sud de la Finlande."
neutral,"La gamme de produits comprend par exemple des olives marinées, de la charcuterie et des pâtés."
neutral,Les négociations statutaires au siège participent à cette diminution.
neutral,"Les négociations concernaient environ 160 personnes en Finlande et l'estimation initiale était d'environ 35 licenciements, a indiqué Fiskars."
neutral,Les modalités du plan d' options sur actions de l' année 2003 ont été publiées dans un communiqué de bourse du 31 mars 2003 .
negative,Le nombre total de stations-service a récemment diminué.
neutral,Ces restrictions ne s'appliquent pas aux dividendes statutaires.
neutral,"Cette action fait suite à des négociations personnelles concernant Elcoteq SE, branche finlandaise, Elcoteq Finland Oy et Elcoteq Design Center Oy."
neutral,"Incroyablement, la société qui les fabrique – Fiskars Corporation – a été créée en 1649 lorsqu'un marchand hollandais nommé Peter Thorwoste a reçu une charte pour établir un haut fourneau et une opération de forge dans le petit village finlandais de Fiskars."
negative,"Nous avons également réduit nos prévisions de prix pour le papier et les emballages'', a déclaré lundi un analyste de Goldman Sachs dans une note."
neutral,Pourquoi installer des tours de téléphonie cellulaire coûteuses dans des zones faiblement peuplées alors que quelques ballons suffiraient ?
neutral,"Viking Line a également été contrainte de modifier ses horaires afin que les ferries reliant Stockholm à Helsinki, en Finlande, ne partent que la nuit."
neutral,Yakima a créé ce poste pour lui après être sorti de sa propre récession économique.
neutral,"zip'', ont prévenu les experts mardi."
negative,Le groupe industriel finlandais Ruukki Group a intenté une action reconventionnelle contre l'entreprise métallurgique finlandaise Rautaruukki dans le cadre du litige concernant les noms des sociétés.
neutral,"Celui-ci était à un moment donné prévu pour le 5 juin, mais si nous devions deviner, il a été repoussé - peut-être que nous sommes fous, mais nous avons l'impression qu'il n'a pas suffisamment fuité pour respecter cette date à ce stade. ."
negative,"Le service des gardes-frontières a interdit l'amarrage du ferry de transport de voitures de la société lors de son voyage d'essai au terminal ferroviaire du port russe, car le poste de contrôle frontalier n'est pas encore prêt."
negative,« Ces incertitudes obscurcissent les perspectives à long terme. ''
negative,"20 octobre 2010 - La société finlandaise de gestion environnementale Lassila & Tikanoja Oyj HEL ​​: LAT1V, ou L&T, a déclaré lundi qu'elle s'attend à ce que son bénéfice d'exploitation, hors éléments non récurrents, pour l'ensemble de 2010 soit légèrement inférieur à celui de 2009."
negative,"Selon Kim Wiio, directeur général de la chaîne finlandaise de stations-service St1, l'entreprise a été contrainte de faire des achats avec des prix en hausse au premier semestre 2008, et maintenant les prix à la consommation baissent presque quotidiennement en raison de la concurrence."
negative,"Selon le registre du commerce letton , Uponor Lettonie a clôturé en rouge avec 99 000 LVL 139 538,17 EUR 194 556,48 USD sur un chiffre d' affaires de 2,346 millions de LVL pour 2009 ."
negative,"Dolce & Gabbana a demandé à l'Union européenne de déclarer invalide la marque à motif floral « Unikko » de Marimekko Corporation, dans le cadre d'un différend persistant entre les deux sociétés."
negative,"Finnair a déclaré que l'annulation des vols entraînerait des pertes quotidiennes de 2,5 millions de dollars américains (3 millions de dollars)."
negative,"Les ventes alimentaires se sont élevées à 323,5 millions d' euros en octobre 2009 , soit une baisse de 5,5 % par rapport à octobre 2008 ."
negative,ADP News - 29 mai 2009 - Bank of America BofA a abaissé aujourd'hui ses notes sur le fabricant de papier suédo-finlandais Stora Enso Oyj HEL ​​: STERV et sur l'acteur finlandais du secteur UPM-Kymmene Oyj HEL ​​: UPM1V à « underperf »
negative,"Le résultat opérationnel hors éléments non récurrents s'est élevé à 5,4 millions d'euros contre 5,5 millions d'euros pour la période correspondante de 2007."
negative,"Raute a enregistré une perte par action de 0,86 EUR pour le premier semestre 2009 , contre un BPA de 0,74 EUR pour la période correspondante de 2008 ."
negative,Le trafic aérien finlandais est interrompu depuis lors.
negative,Le piratage a été d'autant plus néfaste que les tweets s'activaient sans qu'on clique dessus : il suffisait aux internautes de déplacer le curseur de leur souris dessus.
negative,Cette décision a été déclenchée par la faible demande de matériel forestier et la situation incertaine du marché.
negative,La situation du papier d'impression couché pour magazines restera fragile.
negative,Un tribunal supérieur de Finlande a infligé une amende supérieure au lion (117 millions de dollars) à sept sociétés locales d'asphalte pour avoir exploité un cartel.
negative,"L'usine estonienne de composants électroniques, Elcoteq, est à court de matériel en raison de la fermeture du trafic aérien."
negative,"Tous les ferries étaient en difficulté aux abords de l'archipel de Stockholm, composé de plus de 20 000 îles."
negative,Et les dirigeants américains du secteur énergétique affirment que les prix élevés de l’acier menacent l’exploration énergétique.
negative,"La capacité ayant été réduite de 1,4%, le coefficient d'occupation des passagers a baissé de 7,8 points de pourcentage."
negative,"À l'heure actuelle, la marque Pit-Produkt est peu connue en dehors du nord-ouest de la Russie."
negative,"Le cuivre , le plomb et le nickel ont également chuté ... HBOS ( HBOS ) a chuté de 20 % à 70,3 pence après avoir déclaré cette année +� ??"
negative,"La demande des ventes de la division au cours du semestre est restée « incohérente », a-t-il ajouté."
negative,"Pendant la grève, Finnair estime subir une perte nette comprise entre 2 et 2,5 millions d'euros par jour."
negative,"Le bénéfice par action ( BPA ) a chuté à 0,21 EUR contre 0,31 EUR ."
negative,"Le vice-président du conseil d'administration de l'EMSA, Juri Lember, a déclaré mercredi à la BNS que c'était la première fois qu'il entendait parler de la grève, car la partie suédoise n'en avait pas encore informé le syndicat estonien."
negative,"Le coefficient d'occupation des passagers de Finnair, qui mesure le nombre de sièges vendus par rapport à tous les sièges disponibles, a chuté de 1,3 point de pourcentage à 76,7 % en septembre."
negative,"Frost a vendu des actions pour 19 millions de dollars, à un prix de 6,06 à 7,12 dollars par action, contre un maximum de 11,33 dollars et un minimum de 10,14 dollars vendredi."
negative,"Le résultat d'exploitation pour l'ensemble de l'année 2008 était négatif de 3,6 millions."
negative,"Le bénéfice net de Glaston pour le troisième trimestre 2007 est tombé à 2,4 millions d' euros ( 3,5 millions de dollars ) contre 3,5 millions d' euros ( 5,1 millions de dollars ) pour la période correspondante de 2006 ."
negative,"Au premier trimestre 2009 , le résultat avant impôts des activités poursuivies , hors éléments non récurrents , s'est élevé à -0,4 million d' euros , contre -0,1 million d' euros pour la période correspondante en 2008 ."
negative,Kone a déclaré dans des documents judiciaires que l'action syndicale avait retardé les réparations des ascenseurs du palais de justice fédéral le 21 janvier et du bâtiment des bureaux de l'État de Saltonstall le 23 janvier.
negative,Le bénéfice net de L&T pour l'ensemble de l'année 2010 est tombé à 36 millions d'euros contre 45 millions d'euros pour 2009.
negative,"Le résultat opérationnel hors éléments non récurrents et imputés de Lassila & Tikanoja pour le deuxième trimestre s'élève à 11,3 millions d'euros, en baisse par rapport aux 13,8 millions d'euros il y a un an."
negative,Le résultat du troisième trimestre de l'année dernière avait été grevé par les coûts liés à la restructuration aux États-Unis.
negative,"De nombreux navires commerciaux se sont retrouvés coincés dans l'étroite baie de Botnie, où la glace est plus épaisse, et autour des îles Aaland."
negative,"Le flux de trésorerie net provenant des activités opérationnelles s'élève à 3,1 millions d' euros négatifs , contre 23,3 millions d' euros pour la période correspondante de 2009 ."
negative,"Le flux net de trésorerie provenant des activités opérationnelles s'est établi à -0,3 million d'euros, contre 30,9 millions d'euros en 2009."
negative,"Le chiffre d'affaires net a chuté de 6 % sur un an à 11,9 millions d'euros."
negative,Les ventes nettes ont été grugées par la faiblesse du dollar américain.
negative,"Les banques nordiques ont déjà dû annuler des prêts importants en Lettonie, Swedbank, Nordea, DnB NOR et SEB faisant état de pertes combinées de plus de 1,35 milliard de dollars entre 2007 et 2010, dans un contexte de quasi-effondrement économique en Lettonie."
neutral,La marche nordique a d'abord été utilisée comme méthode d'entraînement estivale par les skieurs de fond.
negative,Okmetic s'attend à ce que son chiffre d'affaires net pour le premier semestre 2009 soit inférieur à celui de 2008.
negative,"De plus, le Département américain du Commerce a publié des chiffres de dépenses de construction pires que prévu pour novembre."
neutral,La perte d'exploitation s'élève à 39 MEUR incluant les éléments exceptionnels et à 27 MEUR hors éléments exceptionnels.
negative,"Le résultat opérationnel , hors éléments non récurrents , s'élève à 0,2 million d' euros , en baisse par rapport aux 0,8 millions d' euros de la période correspondante de 2006 ."
negative,"Le résultat opérationnel , hors éléments non récurrents , s'élève à 1,0 million d' euros , en baisse par rapport à 1,6 million d' euros ."
negative,"Le résultat opérationnel , hors éléments non récurrents , s'élève à 2,2 millions d' euros , en baisse par rapport aux 2,7 millions d' euros de la période correspondante de 2008 ."
negative,"Le résultat opérationnel hors éléments non récurrents s'élève à 40,6 millions d'euros, en baisse par rapport aux 57,3 millions d'euros d'une année sur l'autre."
negative,"Le résultat opérationnel hors éléments non récurrents s'élève à 7,8 millions d'euros contre 11,2 millions d'euros."
negative,Les relations avec la Ville ont été encore plus endommagées par les commentaires de M. Ashley qualifiant les investisseurs et les analystes de la Ville de « bébés qui pleurent ».
negative,"La marge opérationnelle publiée est négative de 5,9 % ."
negative,"Le directeur général de Stora, Jouko Karvinen, a qualifié les hausses de droits de douane russes de menace pour l'avenir de l'industrie des produits forestiers en Finlande."
negative,"Parmi les banques suédoises, les actions de Swedbank ont ​​été les plus durement touchées par la crise financière internationale actuelle."
negative,"L'acquisition de +_landsbanken Sverige en 2009 a alourdi la performance de 3,0 millions d'euros."
negative,"L'effet de change a eu un impact négatif de 3,0%, soit 20 millions d'euros (31,3 millions de dollars), sur le chiffre d'affaires."
negative,L'entreprise finlandaise avait précédemment annoncé que son résultat opérationnel serait inférieur au point mort affiché un an plus tôt.
negative,L'administration maritime a déclaré que les navires avaient ignoré les avertissements concernant les conditions glaciales.
negative,"L'offre, jugée trop basse par le conseil d'administration de Finnlines, reste valable jusqu'à 16 heures demain."
negative,"Les ventes de la période ont chuté à 30,6 millions d'euros contre 38,3 millions d'euros, selon le rapport intermédiaire publié aujourd'hui."
negative,Les récents problèmes ont simplement rendu NETeller moins cher.
negative,Le syndicat a déposé un grief concernant les politiques de l'entreprise en matière d'attribution d'heures supplémentaires.
negative,Le résultat de l' entreprise en 2005 restera donc inférieur à celui de 2004 .
negative,"Le bénéfice net de Vaisala pour le troisième trimestre 2007 est tombé à 3,0 millions d'euros (4,3 millions de dollars) contre 6,8 millions d'euros (9,8 millions de dollars) pour la même période de 2006."
negative,"""La faiblesse considérable du dollar américain et de la livre sterling a eu un impact sur les ventes et les prix moyens en euros"", a déclaré UPM."
negative,""" La mise en œuvre de ces programmes a eu et aura des impacts négatifs sur les résultats de 2006 et 2007 "" , a déclaré M. Meiklejohn ."
negative,""" Nous pouvons dire que le nombre de transactions s'est normalisé à ce moment - là , et c'est pourquoi nous avons décidé de dévaluer nos appartements actuellement en vente "" , a - t - il ajouté ."
negative,"""Nous avons réduit notre fréquence vers New York l'année dernière, ce qui explique cette baisse"", a-t-il déclaré."
negative,« Nous constatons que le marché reste tendu dans le secteur des magazines et notre objectif est de conclure les contrats d' ici la fin de l' année . ''
negative,Une enquête menée par Taloustutkimus pour Sampo Life montre que les entreprises sont mal préparées à perdre des collaborateurs clés.
negative,"Le journal agricole Maaseudun Tulevaisuus comptait 318 000 lecteurs, soit une baisse de 6 %."
negative,"A 14h11 CET, ArcelorMittal perdait 7,26% à 17,38 euros sur Euronext Paris, se plaçant ainsi en tête des valeurs les plus baissières."
negative,"Le flux de trésorerie opérationnel en janvier-décembre 2008 était négatif de 18,1 millions d'euros, contre 39,0 millions d'euros pour la période correspondante en 2007."
negative,"Le BPA est tombé à 0,2 EUR contre 0,3 EUR."
negative,L'exploitation des kiosques et des cinémas a particulièrement souffert.
negative,"Les actions de Kone ont chuté de 4,1 pour cent à x20ac 43 US$ 55,77 à Helsinki."
negative,"Ramirent a enregistré une perte de 18 millions de couronnes (1,15 million d'euros) l'année dernière ; l'année précédente, l'entreprise était bénéficiaire de 7,3 millions de couronnes."
negative,"La rentabilité des capitaux employés ( ROCE ) s'établit à - 2,3 % contre 11,3 % en 2007 ."
negative,"L' objectif de Stora Enso a été ramené de 5,55 EUR à 4,85 EUR et celui de Holmen de 150 SEK à 135 SEK ."
negative,"Les membres du personnel licenciés vont désormais porter l'affaire devant les tribunaux, à moins qu'elle ne puisse être réglée à l'extérieur."
negative,"La Commission européenne a annoncé plus tôt qu'elle avait infligé une amende totale de 992,3 millions d'euros à ThyssenKrupp, Otis de United Technologies Corp, Schindler AG et Kone Oyj pour des activités présumées de cartel sur le marché des ascenseurs remontant à douze ans."
negative,"Le seul point sombre à l'horizon, cependant, était la performance de l'entreprise sur le marché finlandais de l'eau en bouteille."
negative,"Les ventes de la période ont chuté à 30,6 millions d'euros contre 38,3 millions d'euros, selon le rapport intermédiaire publié aujourd'hui."
negative,"YIT a déposé des demandes reconventionnelles contre Neste Oil pour un montant total d'environ 25 millions d'euros, principalement basées sur les travaux effectués dans le cadre du contrat et les coûts supplémentaires engagés en raison de la prolongation du projet."
positive,""" Les perspectives stables reflètent la forte position de Nokia sur le marché mondial des téléphones mobiles , sa forte génération de flux de trésorerie et son bilan très conservateur "" , a déclaré Raab ."
positive,"Ces modalités de financement permettront à la société de s'assurer, conformément à sa politique de trésorerie, qu'elle dispose d'instruments financiers suffisants pour faire face à ses éventuels besoins en capital."
positive,"Selon Karhinen, OP-Pohjola est une entreprise passionnante car la coopération apportera d'énormes opportunités aux clients et à l'entreprise elle-même."
positive,"Grâce à son expertise unique en matière de fibres et à son approche innovante, la société occupe une position solide sur le marché dans plusieurs domaines d'activité dans lesquels elle opère."
positive,"mesures d'amélioration de l'efficacité 20 janvier 2010 – Le détaillant finlandais de papeterie et de cadeaux Tiimari HEL : TII1V a déclaré aujourd'hui qu'il continuerait à améliorer son efficacité opérationnelle, en se concentrant sur ses activités principales rentables."
positive,"Les résultats d'Efore pour le dernier trimestre ont montré une amélioration encore plus rapide, la société ayant réussi à mieux s'approvisionner en composants."
positive,Les indicateurs techniques du titre sont haussiers et S&P attribue à NOK un classement d'achat positif de 4 ÉTOILES sur 5.
positive,"Le courtier présente Cargotec comme son titre préféré dans le secteur, car il s'agit d'un pur jeu sur la manutention mondiale de marchandises et de conteneurs, et il s'attend à ce qu'il joue un rôle actif dans la consolidation ultérieure du secteur."
positive,"La restructuration crée une organisation plus efficace avec une orientation opérationnelle accrue et une rentabilité stable, et conduit à une production plus efficace, a déclaré Bo Annvik, responsable de Specialty Stainless."
positive,"« Nous sommes ravis du déménagement », déclare Morna Cowie, copropriétaire, ci-dessus. « C'est le double de la taille de notre magasin actuel et il dégage une atmosphère agréable. ''"
positive,Elcoteq a une expérience éprouvée dans les services de fabrication électronique (EMS) et un réseau d'usines mondial associé à des équipements de fabrication modernes et à des systèmes et processus cohérents.
neutral,"Auparavant, la société avait également livré environ 70 % de l'acier utilisé à l'Oasis of the Seas, le navire jumeau d'Allure of the Seas achevé l'année dernière."
positive,La principale force du projet de coopération réside dans la fusion du savoir-faire de deux grandes entreprises.
positive,"Le courtier néerlandais a noté que Nokian Tyres a enregistré un bon premier trimestre 2006, supérieur ou conforme au consensus."
positive,"Le pneu Nokian prouve parfaitement sa haute sécurité dans ses qualités de conduite importantes : stabilité avec une note de 1,4, maniabilité avec une note de 1,5 et freinage sur route mouillée avec une note de 1,9."
positive,"Les personnes interrogées ont loué la fiabilité de Finnair, son caractère finlandais et sa compréhension de son groupe cible."
neutral,Cela les a placés idéalement dans une position leur permettant d’exploiter le potentiel des technologies propres.
positive,"Le partenariat et l'engagement de longue date permettent aux deux parties de développer leurs opérations respectives, et ESL Shipping aura également l'opportunité de mettre à jour sa flotte et d'améliorer son efficacité."
positive,"«Grâce à son vaste réseau de contacts et à sa bonne connaissance du marché et de l'environnement des affaires, il apportera une grande contribution au développement futur de nos opérations en Inde», a déclaré le président-directeur général d'Incap, Juhani Hanninen."
neutral,Une gamme complète de services de coupe à longueur et de refendage permettra à Ruukki de servir en particulier les clients de l'ingénierie légère qui délocalisent leur production dans la région de Saint-Pétersbourg.
neutral,"La création d'interfaces plus similaires aux interactions du monde réel peut permettre des expériences plus naturelles et intuitives, de la même manière que les jeux et les films modernes sont plus immersifs grâce à l'utilisation de graphismes 3D réalistes."
neutral,Fiskars entreprendra des projets communautaires dans tout le Royaume-Uni et est également à la recherche de bénévoles locaux intéressés à contribuer aux projets de restauration sélectionnés.
neutral,"INTERNET BUSINESS NEWS - -_ 1995-2006 M2 COMMUNICATIONS LTD Dans le cadre d'une démarche visant à protéger les utilisateurs de son service bancaire sur Internet, Barclays Bank a annoncé qu'elle recommanderait F-Secure Internet Security à ses clients."
positive,"« Tieto recherchait une solution énergétique qui soutiendrait au mieux l'idée de développement durable, et nous étions heureux de pouvoir fournir une telle solution », déclare Jouni Haikarainen, vice-président de Fortum."
neutral,"Selon Rautaruukki, l'entreprise souhaite promouvoir l'utilisation de sources d'énergie sans émissions."
neutral,Atria a choisi DeLight pour attirer les consommateurs de la tranche d'âge 25-45 ans vers sa gamme de plats micro-ondable Atria Fresh.
positive,"J'utilise des fibres naturelles pour rendre les vêtements plus confortables, permettre à votre peau de respirer et être respectueux de l'environnement."
neutral,"De plus , une bonne durabilité biologique est obtenue . ''"
neutral,"Le tout nouveau Allure of the Seas et son navire jumeau identique, l'Oasis of the Seas, achevé l'année dernière, sont les plus grands navires de croisière au monde."
neutral,Les recrues ayant suivi le programme de formation K-retailer sont qualifiées pour démarrer une carrière de détaillant indépendant dans les K-stores.
neutral,"remporte 98 % d'acceptation 23 décembre 2009 - La société finlandaise de machines industrielles Metso Oyj (HEL : MEO1V) a annoncé aujourd'hui qu'elle finaliserait son offre de rachat sur la société textile Tamfelt Oyj Abp (HEL : TAFKS), après avoir acquis 98 % de ses actions et voix."
positive,"« Nous adorons l'approche fraîche et colorée d'Activision pour Rapala : We Fish », a déclaré Kelly Brockpahler, Rapala."
neutral,"Un ajout léger, lumineux et joli à votre vie, il gardera également quelques sous sur votre compte bancaire."
neutral,Toutes les sociétés d'Amer Sports développent et fabriquent des produits techniquement avancés qui améliorent les performances des sportifs actifs.
positive,"En même temps, je suis ravi que nous ayons pu réaliser l'organisation avec les membres de notre propre équipe."
neutral,"En outre, nous lancerons un service en ligne polyvalent pour compléter le journal imprimé traditionnel, indique M. Valkama."
neutral,"Stora Enso a déclaré que DeLight était adapté à un large éventail d'applications, notamment l'alimentation, les cosmétiques, la décoration intérieure et les produits de loisirs."
positive,Nous sommes très fiers de pouvoir utiliser ce type de service mobile innovant pour voter aux élections.
positive,"Tim Cockroft apporte avec lui un excellent palmarès avec plus de 18 ans d'expérience ; De plus, Tim a développé avec succès les opérations de marchés de capitaux chez Kaupthing Singer & Friedlander, impliquant le financement d'entreprise et le courtage, en mettant l'accent sur les entreprises de taille moyenne."
neutral,"Le conseil d'administration a en outre déclaré que l'entreprise avait omis de soumissionner pour une partie substantielle des travaux et qu'en tant que telle, elle avait été à juste titre jugée non conforme par l'équipe d'évaluation."
positive,""" Après une longue période non rentable , la Division Alimentaire a affiché un résultat rentable , qui témoigne d' une structure de coûts plus saine et d' une nouvelle approche dans les opérations commerciales "" , a déclaré Rihko ."
positive,"""Même si les inquiétudes demeurent à long terme, la taille et l'échelle pourraient permettre à Nokia de conserver ses nouvelles améliorations de marge à court terme"", a écrit l'analyste."
positive,"Les activités poursuivies ont généré une perte d'exploitation de 0,1 million d'euros, une légère amélioration par rapport à une perte de 0,2 million d'euros un an plus tôt."
positive,"Le bénéfice par action a augmenté à 0,48 contre 0,37 un an auparavant et en avance sur le consensus du marché de 0,40 euro."
positive,"La solution de W+rtsil+ a été sélectionnée pour sa faible consommation de carburant, sa technologie respectueuse de l'environnement et son support de service global."
positive,"Dirk Jones, responsable de la gestion des ventes aux clients des institutions financières, GTS, Citigroup, Inc, a déclaré : « Citi est extrêmement heureux de fournir des services de garde mondiaux à Pohjola Group Bank."
positive,L'entreprise a déclaré qu'elle estime réaliser un léger bénéfice grâce à des mesures de réduction des coûts.
positive,"Les mesures d'adaptation précédemment conclues concernant le reste du personnel sont pour l'instant adéquates et les opérations de planification se poursuivent comme auparavant dans l'usine, a indiqué l'entreprise."
positive,"Les mesures d'adaptation conclues précédemment concernant le reste du personnel sont pour l'instant suffisantes, a déclaré Raute."
positive,"""Après avoir réparé notre siège social, réduit les coûts et fermé les unités non rentables, nous envisageons maintenant d'aller de l'avant"", a-t-elle déclaré."
positive,"29 septembre 2010 La société finlandaise de gestion et de recyclage des déchets Lassila & Tikanoja étend ses opérations en Russie en introduisant son usine de recyclage récemment achevée dans la ville de Dubna, près de Moscou."
positive,"Rory Fitzgerald, directeur général des opérations du port de Bristol, a déclaré : « Grâce à l'utilisation d'une technologie nécessitant peu d'entretien, nous pouvons économiser jusqu'à 30 pour cent sur l'entretien, et le système hydraulique à détection de charge peut nous faire économiser 15 à 30 pour cent supplémentaires sur le carburant. consommation . ''"
neutral,"« Méthode et système de contrôle d'un disque dur à l'aide d'une interface physique de carte multimédia » a été inventé par Marko Ahvenainen Ruutana, Finlande."
neutral,"Le terrain d'environ 10 000 mètres carrés que Stockmann a acheté pour le centre commercial Centre Nevski est situé sur la Perspective Nevski, la rue principale de Saint-Pétersbourg, à côté de la station de métro Place Vosstaniya, à proximité immédiate de la gare de Moscou."
positive,Le tribunal a jugé les arguments de TelecomInvest convaincants.
neutral,"Les autres mesures comprennent la suppression des coûteux quarts de travail du week-end, le gel du système de bonus de production et un programme général de réduction des coûts."
neutral,"Généralement, le niveau de puissance de transmission peut être diminué lorsque le bruit d'interférence est supérieur à une valeur prédéfinie."
neutral,La lixiviation biologique rend l’extraction de métaux à partir de minerais de faible teneur économiquement viable.
positive,"Dubaï Nokia a annoncé le lancement de « Comes with Music », son service révolutionnaire qui introduit une nouvelle façon de profiter de la musique."
negative,Rapala VMC Corporation COMMUNIQUÉ DE BOURSE Le 10 octobre 2008 à 11h45 Kaupthing Bank Oyj (« Kapthing ») a informé Rapala VMC Corporation (« Rapala ») qu'elle a interrompu pour le moment la liquidité fournissant l'action Rapala. être .
neutral,"Steve Jackson, analyste eBusiness chez Satama et ancien PDG d'Aboavista, a déclaré : « Google a brisé le moule en offrant Google Analytics gratuitement."
neutral,"Sukhraj Dulai, du bloc 2900 de Boni Sue Court, un cul-de-sac du côté nord de la ville, a démarré le véhicule et est entré dans sa maison vers 8 heures du matin mardi, laissant la porte du garage ouverte."
neutral,Les négociations concernent 246 salariés et cadres et devraient s'achever dans six semaines.
neutral,"Les utilisations finales typiques comprennent les structures de toit, les revêtements de sol, les murs et les plafonds, les structures non visibles dans les véhicules, les emballages et les cartons, les structures de chantier, les clôtures et les abris, ainsi que les coffrages avec un nombre limité de coulages de béton."
neutral,Nous proposons des emplois stimulants et intéressants à plus de 20 000 personnes dans 20 pays à travers l'Europe.
neutral,"Nous offrons à nos clients des conseils en gestion intégrés, des solutions complètes pour des projets complexes et une conception et une supervision efficaces et de premier ordre."
neutral,"« Notre recherche montre que l'accès aux technologies de l'information est l'un des facteurs limitants pour la plupart des petites entreprises, en particulier lorsqu'elles travaillent dans un environnement réseau hétérogène."
positive,1 Lampe Block La lampe de Harri Koskinen a été introduite en 1996 et est depuis lors un best-seller.
neutral,"Amer, qui a racheté Salomon à adidas en octobre, a déclaré que les suppressions d'emplois visaient à renforcer la compétitivité."
negative,"Cependant, cela augmente le trafic de signalisation, ce qui gaspille les ressources du réseau et permet à moins de smartphones de se connecter."
neutral,"Dans une note aux clients publiée, le courtier néerlandais a qualifié les résultats du troisième trimestre de la société de ""faibles"", bien qu'il ait également noté qu'Elcoteq avait maintenu ses prévisions, ont indiqué les concessionnaires."
neutral,M2 Communications décline toute responsabilité quant aux informations fournies dans les informations sur le World Wide Web.
neutral,Rosen s'est montré prudent quant à son optimisme à l'égard du second semestre.
neutral,"Le téléphone de terrain VoIP EB Tough est équipé d'un haut-parleur intégré, d'une connectivité Ethernet et SHDSL et permet plusieurs applications innovantes."
negative,Le premier navire a été retardé et devrait être achevé au printemps 2010 .
negative,"Tallink Silja attribue cette baisse significative aux problèmes du système de réservation mis en service en octobre, à la vente du ferry remorque « Sky Wind » et à la route entre Stockholm et Riga, qui a attiré des passagers sur la route Helsinki-Stockholm."
negative,Finnlines a estimé lors de son assemblée générale annuelle que 2008 serait une année financièrement difficile en raison d'investissements importants.
negative,"« L’ajustement à la baisse du niveau des prix, en revanche, a été moins efficace."
negative,17 mars 2011 - Goldman Sachs estime qu'il existe des perspectives négatives pour les opérations mobiles norvégiennes de la société norvégienne Telenor ASA OSL : TEL et de la société suédoise TeliaSonera AB STO : TLSN à court terme.
positive,"Pour garantir un faible coût opérationnel aux réseaux radio, les modules BTS peuvent être configurés, mis à niveau logiciel et diagnostiqués à distance."
negative,"Sur la base des résultats du premier trimestre, du carnet de commandes existant et des perspectives de nouvelles commandes, la société s'attend à ce que les ventes sur l'ensemble de l'année se contractent de 25 % par rapport à 2008, que la marge brute reste à un niveau sain et que la marge bénéficiaire d'exploitation soit inférieure à celle de 2008 en raison d'un volume de ventes inférieur."
positive,"Les principaux actionnaires du fournisseur finlandais de services informatiques TietoEnator Oyj ont rejeté vendredi une offre hostile de 1,08 milliard d'euros et 1,67 milliard de dollars de la société de rachat Nordic Capital, donnant ainsi une nouvelle vie à une éventuelle contre-offre de Blackstone Group LP et de la société de télécommunications norvégienne Telenor ASA."
neutral,"Il répond aux questions sur le nombre de visiteurs de Conversations, la taille de l'équipe et les problèmes rencontrés lors de la mise en place de canaux de médias sociaux."
